Provenance,Tool,Software,Vendor,Group,Integration,Band,Comp_or_Neural,X,Y,Recurrence,Inputs,Inference_Locus,Model_Backend,Date_Note,Source_URL,Status,Notes
survey 260812,Figma Make,Figma,Figma,UI / Web design,core,Inferential,neural,1.5,6.5,persistent,text prompt; optionally an existing Figma design as seed; local codebase connection in beta,"Resolves working prototypes and web apps from prompts, optionally seeded with an existing Figma design; iteration continues in a chat that keeps project context. Generated code can be inspected and edited; generation itself is model-resolved.",,launched May 2025; out of beta July 2025; available across paid tiers per 2026 coverage,https://www.cmswire.com/digital-experience/figma-make-ai-prototyping-tool-exits-beta-for-all-users/,verified,figma.com/ai lists pull-request creation and a beta for working with local codebases. Access tiered by seat type.
survey 260812,Framer Wireframer,Framer,Framer,UI / Web design,core,Inferential,neural,2,3,single-pass,natural-language description of the site,Generates a responsive page structure from a natural-language description; the result is editable Framer layout that the designer refines manually.,,"announced May 2025 alongside Workshop, Vectors 2.0, and A/B testing",https://www.aibase.com/news/18288,verified,Available on the free tier per 2026 reviews.
survey 260812,Framer Workshop,Framer,Framer,UI / Web design,core,Inferential,neural,1.8,5.5,iterative,component prompts and follow-up direction in a chat loop,"Generates interactive components from prompts inside the Framer editor, with iteration in a chat loop until the component behaves as intended.","Claude 4.5 per review coverage, since September 2025","announced May 2025; model change September 2025; a Claude and Codex beta reported May 8, 2026",https://www.oma-kase.com/blog/framer-ai-features,verified,"The same review inventories other Framer AI surfaces: an MCP plugin for bring-your-own-LLM workflows, AI Translate, and AI layer renaming."
survey 260812,Google Stitch,Stitch,Google,UI / Web design,hosted service,Inferential,neural,1.5,4,iterative,text prompts; optionally uploaded images; voice input since 2.0,"Generates UI screens with frontend code (HTML/Tailwind) from natural-language prompts or uploaded images; the 2026 update added multi-screen generation, an infinite canvas, and interactive prototyping, iterated across screens.",Gemini,"launched at Google I/O, May 20, 2025, from the Galileo AI acquisition; Stitch 2.0 March 19, 2026, still free beta",https://tech-insider.org/google-stitch-ai-design-tool-march-2026-update/,verified,Galileo AI no longer operates standalone (https://www.banani.co/blog/galileo-ai-features-and-alternatives); the image-upload path is a Conditioned sub-mode. Figma export documented.
survey 260812,Lovable agent mode,Lovable,Lovable,UI / Web design,hosted service,Inferential,neural,1,7.5,persistent,prompts; connected repos and services; MCP connectors for external context,"An autonomous multi-step loop that plans, edits, debugs, and can search the web while building a full-stack app from prompts; project context persists across the session.",,"Agent Mode beta June 30, 2025; default for all users July 23, 2025; a rename to Build mode reported in 2026 coverage",https://www.superblocks.com/blog/lovable-dev-review,verified,MCP connectors added late 2025 into 2026 pull live context from planning and documentation tools. bolt.new (StackBlitz) occupies the same generator class; its 2026 state is covered at https://aiunpacking.com/review/bolt-new/ and can be added as its own row.
survey 260812,Magician plugin,Figma,Diagram,UI / Web design,plugin,Inferential,neural,1.5,2,single-pass,text prompts; text layers being edited,"Generates icons, images, and copy suggestions from text prompts inside Figma; Magic Copy can suggest headline and body alternatives while a text layer is edited.",,"2022-era plugin; 2025-2026 directory listings conflict on operating status, with one marking it closed",https://dang.ai/tool/figma-ai-plugin-for-icons-images-and-copy-magician,verified,"Diagram was acquired by Figma; features documented on Figma's blog (https://www.figma.com/blog/how-magician-uses-figmas-text-review-api/). Current maintenance status to be confirmed. Automator, the other named plugin, went unsourced in this pass and is omitted."
survey 260812,Relume Site Builder,Relume,Relume,UI / Web design,hosted service,Inferential,neural,3,4,iterative,project description; language choice; component library,"Generates a sitemap from a project description, then resolves wireframes with written copy from a pre-built component library; stages run in sequence with manual editing between, and results export to Figma, Webflow, or React.",,"sitemap-to-wireframe flow current in Relume docs, accessed August 2026; 20+ languages supported",https://www.relume.ai/resources/docs/building-a-sitemap-with-ai,verified,"The component library bounds what generation can produce, which raises x within the Inferential band."
survey 260812,Uizard Autodesigner,Uizard,Uizard (Miro),UI / Web design,core,Inferential,neural,1.8,2.5,single-pass,text prompt describing product and style,"Generates a multi-screen editable UI project from a text prompt describing the product and its style; invoked at project start, with manual editing after.",,"Autodesigner 1.5 current on uizard.io, accessed August 2026",https://uizard.io/ai-design/,verified,
survey 260812,v0,v0,Vercel,UI / Web design,hosted service,Inferential,neural,1.2,7,persistent,prompts; imported codebases; GitHub branches; database and API connections,"Plans and executes multi-step UI and app generation from prompts in a sandboxed runtime, with GitHub branches and pull requests; sessions keep project state and can import and work on existing codebases.",,reworked as 'the new v0' February 2026 per the Vercel blog and coverage,https://vercel.com/blog/introducing-the-new-v0,verified,"Coverage reports v0-generated UIs moving to production with light review, and revenue near $50M annualized by April 2026 (https://makeanapplike.com/news/launches/vercel-v0-production-ready-2026)."
survey 260812,Webflow AI Assistant,Webflow,Webflow,UI / Web design,core,Inferential,neural,2.8,5,iterative,"conversational prompts; the site's existing classes, design tokens, and CMS structure","Generates and modifies page sections from conversational prompts inside the Designer, conditioned on the site's existing classes, colors, typography, and CMS; invoked per request on the canvas.",,embedded in the Designer per 2026 guides; a prompt-to-production full-site flow announced 2025,https://www.thecssagency.com/blog/webflow-ai-assistant,verified,Design-system conditioning raises x relative to open prompt-to-site tools; guides report it respects Client-First class conventions. Full-site scaffold coverage: https://www.appsrow.com/blog/webflow-ai-site-builder-in-2026-what-it-actually-builds-and-where-it-falls-short
survey 260812,Wix AI site builder (Aria),Wix,Wix,UI / Web design,core,Inferential,neural,1.2,6,persistent,"plain-language description of business, goals, and style; ongoing conversational direction","A conversational agent that builds and edits a site from plain-language description, converting business details into structured pages and content; context persists across the conversation, with manual override in the editor.",OpenAI models per OpenAI customer story,replaced the ADI question-flow builder in 2024; Aria agent per 2026 coverage,https://www.websitebuilderexpert.com/website-builders/wix-ai-features/,verified,OpenAI customer story: https://openai.com/index/wix/ — backend attribution held provisionally. ADI itself can be recorded as a retired mode.
survey 260812,Beautiful.ai Smart Slides,Beautiful.ai,,Office & productivity,hosted service,Explicit,computational,7.3,1.5,iterative,slide content typed into a chosen Smart Slide template,"Layout resolves through built-in design rules that reflow spacing, sizing, and arrangement as content is added; the designer can switch layouts with content intact.",,"Current product page, accessed Aug 2026.",https://www.beautiful.ai/ai-presentations,verified,Rule-based adaptive layout; a separate mode from the same vendor's Create with AI generation.
survey 260812,Excel formulas,Microsoft Excel,,Office & productivity,core,Explicit,computational,9.3,3,persistent,"cell values, designer-written formulas, function calls, named ranges — the worksheet dependency graph",Results resolve deterministically through the worksheet dependency graph; cells recalculate from designer-written formulas when referenced inputs change.,,Long-standing core capability; recalculation behavior documented in current Microsoft support docs (accessed Aug 2026).,https://support.microsoft.com/en-us/office/overview-of-formulas-in-excel-ecfdc708-9162-49e8-b993-c311f47ca173,verified,Computational anchor for the category. Comparable to procedural dependency systems: recalculation recurs across the session with each edit.
survey 260812,PowerPoint Slide Master,Microsoft PowerPoint,,Office & productivity,core,Explicit,computational,8.6,2,persistent,"master and layout definitions: fonts, placeholders, theme colors, logos",Design resolves by rule-based inheritance: edits to the slide master and its layouts propagate to dependent slides.,,Long-standing core capability; documented in current Microsoft support docs (accessed Aug 2026).,https://support.microsoft.com/en-us/office/what-is-a-slide-master-b9abb2a0-7aef-4257-a14e-4329c904da54,verified,Computational anchor; addressable specification governs the whole deck's design.
survey 260812,Apple Writing Tools (Pages/Keynote),Apple Pages / Keynote,,Office & productivity,core,Conditioned,neural,4.6,1.5,single-pass,"selected text; chosen operation (proofread, rewrite, summarize, tone, convert to table or list)","The system rewrites, proofreads, summarizes, or reformats the selected passage; output resolves within the scope of the supplied text. Invoked from a bar that appears over a text selection.",Apple Intelligence on-device and Private Cloud Compute models,Shipped Oct 2024 (iOS 18.1 / macOS Sequoia); listed as a Keynote feature on the current App Store page (accessed Aug 2026).,https://www.apple.com/newsroom/2024/06/introducing-apple-intelligence-for-iphone-ipad-and-mac/,verified,"Keynote App Store listing: https://apps.apple.com/us/app/keynote-design-presentations/id361285480. WWDC June 8, 2026 announced Siri AI for iOS/macOS 27 per secondary coverage; implications for iWork apps unconfirmed."
survey 260812,Copilot in Excel (chat over workbook),Microsoft Excel,,Office & productivity,core,Conditioned,neural,4.3,3.5,iterative,"workbook data, tables, selected ranges, plus a natural-language request","The system resolves analysis, formulas, tables, and visuals against workbook contents from natural-language requests; edits apply directly to the grid.","OpenAI models; secondary coverage reports Anthropic Claude as default model for Excel Copilot from May 4, 2026","Agentic capabilities GA Apr 22, 2026.",https://techcommunity.microsoft.com/blog/microsoftmechanicsblog/microsoft-excel-power-user-updates--agent-mode-copilot-function--formula-ai/4465676,verified,"May 4, 2026 Claude-default claim for Excel and PowerPoint comes from secondary coverage (https://www.cloudswitched.com/news/microsoft-365-copilot-anthropic-default-may-2026-uk-business-opt-in-guide); the Microsoft Learn page confirms the app-level Anthropic setting itself. Held provisionally."
survey 260812,Excel COPILOT function,Microsoft Excel,,Office & productivity,core,Conditioned,hybrid,4.8,6.5,persistent,natural-language prompt parts plus referenced cell ranges as context,"An LLM call sits inside the formula layer: =COPILOT(prompt, range) returns results that spill like native functions and recalculate with the dependency graph when referenced data changes.",Copilot service models (unspecified on source),"Previewed to Microsoft 365 Insiders Aug 2025 (Windows and Mac, Copilot license); usage limits 100 calls per 10 minutes, 300 per hour.",https://techcommunity.microsoft.com/blog/microsoft365insiderblog/bring-ai-to-your-formulas-with-the-copilot-function-in-excel/4443487,verified,"Inference embedded in the explicit dependency graph: outputs participate in spill and recalculation, so inference recurs whenever upstream data changes."
survey 260812,Gemini in Sheets (generate and fill),Google Sheets,,Office & productivity,core,Conditioned,neural,4.2,3,iterative,prompt; existing sheet data; emails and files as source material,"The system can generate spreadsheet structure from a prompt and populate table columns with categorized, summarized, or web-sourced values resolved from existing rows (Fill with Gemini).",Gemini,"Beta Mar 10, 2026 for Google AI Pro/Ultra subscribers.",https://blog.google/products-and-platforms/products/workspace/gemini-workspace-updates-march-2026/,verified,"Fill-type resolution sits inside what the existing rows govern; sheet generation from prompt leans inferential. Banded Conditioned, held provisionally."
survey 260812,Miro AI Flows,Miro,,Office & productivity,core,Conditioned,hybrid,4.3,5.5,persistent,a visually assembled multi-step workflow; canvas content as input to each step,"Designers assemble multi-step AI workflows visually; each step resolves from canvas material, and the team can re-run the flow. The workflow graph is explicit; the steps infer.",,Listed on miro.com/ai as of Aug 2026.,https://miro.com/ai/,verified,
survey 260812,Notion database autofill,Notion,,Office & productivity,core,Conditioned,hybrid,4.2,5.5,persistent,"database schema, property definitions, row content; an instruction per AI property","AI properties resolve values per row from that row's content and the property's instruction; fills recur as rows are added or updated, inside the database's explicit structure.",,"Current product page, accessed Aug 2026.",https://www.notion.com/product/ai,verified,Inference embedded in an explicit data structure — a spreadsheet-adjacent case of recurring resolution.
survey 260812,PowerPoint Designer (Design Suggestions),Microsoft PowerPoint,,Office & productivity,core,Conditioned,neural,6.3,2,iterative,"current slide content: inserted text, photos, charts, tables","The system resolves layout suggestions from slide content as it is added, matching content to prepared layout designs, converting lists to SmartArt, and recommending imagery. Runs automatically in the background; the designer picks from suggestions.",,Long-shipping Microsoft 365 subscriber feature; support page (accessed Aug 2026) says Designer is now called Design Suggestions for Copilot users.,https://support.microsoft.com/en-us/office/create-professional-slide-layouts-with-designer-53c77d7b-dc40-45c2-b684-81415eac0617,verified,Suggestion-only: the designer's slide content governs; the system proposes arrangements per trigger.
survey 260812,Apple Image Playground (Keynote/Pages/Freeform),Apple Keynote / Pages / Freeform,,Office & productivity,core,Inferential,neural,1.8,1.5,single-pass,"concept tags, text description, optional person likeness from the photo library; a bounded style set","The system generates stylized images from concepts and descriptions inside Keynote, Pages, and Freeform; generation runs one-shot per request within a constrained style range.",Apple Intelligence image models,Shipped Dec 2024 (iOS 18.2 wave).,https://www.apple.com/newsroom/2024/12/apple-intelligence-now-features-image-playground-genmoji-and-more/,verified,
survey 260812,Beautiful.ai Create with AI,Beautiful.ai,,Office & productivity,hosted service,Inferential,neural,2,3,iterative,"prompt, outline, or source material; a slide-by-slide outline reviewed before generation; a chosen AI image style","Deck generation runs in stages: input material becomes a reviewable outline, then slides generate into Smart Slide layouts; copy rewrite and image regeneration can run per slide afterward.",,"Current product page, accessed Aug 2026.",https://www.beautiful.ai/ai-presentations,verified,Staged generation with a ratification point (outline review) between direction and resolution.
survey 260812,Claude for Microsoft 365 add-ins,Microsoft Excel / Word / PowerPoint / Outlook,,Office & productivity,addon,Inferential,neural,1.4,7,persistent,"open workbook, document, or deck contents; selections; prompts; context carried over from other Office apps","A Claude agent operates inside Office task panes: it can answer about any cell, update assumptions while preserving formulas, build slides in the deck's template, and edit documents with tracked changes. Conversation context carries across Outlook, Word, Excel, and PowerPoint.",Claude (Anthropic),"GA for Excel, Word, PowerPoint May 7, 2026; Outlook public beta at the same time. Paid Claude plans, installed via Microsoft Marketplace; Windows, Mac, web.",https://claude.com/claude-for-microsoft-365,verified,CLAUDE ADD-IN VERIFICATION (asked): confirmed GA with cross-app context persistence. Vendor page states context carries from Outlook to Word to Excel to PowerPoint and open files update together. GA date and marketplace details via coverage: https://claudekit.io/en/updates/claude-for-microsoft-365/ and https://windowsforum.com/threads/claude-for-microsoft-365-adds-word-excel-powerpoint-beta-outlook.426037/
survey 260812,Copilot Agent Mode (Word/Excel/PowerPoint),Microsoft 365,,Office & productivity,core,Inferential,neural,1.6,6,iterative,task-level prompt; open document state; steering between steps,"The system plans and executes multi-step, app-native actions — drafting, formatting, formula construction, deck edits — from a task prompt, with the designer reviewing and steering as it works.",Copilot reasoning models (unspecified on source),"Introduced Sept 29, 2025 (web); GA across Word, Excel, PowerPoint Apr 22, 2026, desktop and mobile.",https://www.microsoft.com/en-us/microsoft-365/blog/2026/04/22/copilots-agentic-capabilities-in-word-excel-and-powerpoint-are-generally-available/,verified,Microsoft frames this as 'vibe working'. Default for Microsoft 365 Copilot and Premium subscriptions; also on Personal/Family plans. Support hub: https://support.microsoft.com/en-gb/topic/get-started-with-agent-mode-in-excel-powerpoint-and-word-6d043333-6eeb-49d8-a80c-681d29ab7c04
survey 260812,Copilot in PowerPoint (deck generation),Microsoft PowerPoint,,Office & productivity,core,Inferential,neural,2.2,3,iterative,"prompt, source document or file reference, organization template","The system generates and updates slide decks from prompt-level direction, drawing on referenced files and organization templates; it can add sections and rework existing decks in place.","OpenAI models; secondary coverage reports Anthropic Claude as default for PowerPoint Copilot from May 4, 2026","Agentic capabilities GA Apr 22, 2026 per Microsoft blog.",https://www.microsoft.com/en-us/microsoft-365/blog/2026/04/22/copilots-agentic-capabilities-in-word-excel-and-powerpoint-are-generally-available/,verified,Distinct from Designer/Design Suggestions (layout suggestion from content) — this mode produces deck content from sparse direction.
survey 260812,Copilot in Word,Microsoft Word,,Office & productivity,core,Inferential,neural,2,3.5,iterative,"prompt, selected text, referenced files; tenant content via Microsoft Graph","The system can draft, rewrite, restructure, and adjust tone from prompt-level direction inside the document, invoked from the in-canvas Copilot surface or chat pane.",OpenAI models via Copilot; Anthropic model support in Word scheduled for summer 2026 per Microsoft Learn,"Base Copilot shipped 2023; agentic capabilities GA Apr 22, 2026 per Microsoft blog.",https://www.microsoft.com/en-us/microsoft-365/blog/2026/04/22/copilots-agentic-capabilities-in-word-excel-and-powerpoint-are-generally-available/,verified,"ANTHROPIC VERIFICATION (asked): confirmed. Anthropic models enabled by default for most commercial tenants Jan 7, 2026 (https://www.directionsonmicrosoft.com/in-brief/data-risks-anthropic-models-enabled-by-default-in-m365-copilot-starting-jan-2026/). App-level admin setting lets Copilot in Word/Excel/PowerPoint use Anthropic models by default; Word support listed for summer 2026; Anthropic independent-processor setting decommissioned May 1, 2026 — Anthropic now runs as a Microsoft subprocessor (https://learn.microsoft.com/en-us/microsoft-365/copilot/copilot-anthropic-apps). EU/EFTA/UK tenants created after Mar 25, 2026 default on; older tenants vary."
survey 260812,Gamma generate,Gamma,,Office & productivity,hosted service,Inferential,neural,1.6,3,iterative,prompt or imported file; card-based structure; theme choice,"The system generates card-based presentations, documents, and webpages from prompts or imported files; AI content and image generation remain available during editing.",,"Feature set per help center, accessed Aug 2026.",https://help.gamma.app/en/,verified,"gamma.app homepage blocked automated access (403); verified via help center collections (AI Content & Image Generation; Connectors, Imports & Embeds; Websites & Publishing). Agent-style editing mode reported elsewhere; unconfirmed in sources accessed here."
survey 260812,Gemini in Docs (Help me write / Help me create),Google Docs,,Office & productivity,core,Inferential,neural,2.2,3.5,iterative,"prompt; relevant Drive files, Gmail and Chat content; a reference doc for style and format matching","The system drafts and refines document text from prompts, and can assemble first drafts grounded in files it gathers from Drive, Gmail, and Chat; style and format matching resolve against a reference document.",Gemini,"Help me write shipped 2023-24; Help me create with file grounding in beta Mar 10, 2026 (AI Pro/Ultra); comment actioning added in the July 2026 feature drop.",https://blog.google/products-and-platforms/products/workspace/gemini-workspace-updates-march-2026/,verified,"July 2026 drop: https://workspace.google.com/blog/product-announcements/july-2026-workspace-feature-drop (comment synthesis, 11 more languages)."
survey 260812,Gemini in Docs (image and diagram generation),Google Docs,,Office & productivity,core,Inferential,neural,1.8,2,single-pass,natural-language prompt; surrounding document context,"The system generates images, diagrams, and infographics from prompts, using document context to shape the output; invoked in-document per element, with regeneration available.",Gemini,"Announced in the July 2026 Workspace feature drop, rolling out to Workspace customers.",https://workspace.google.com/blog/product-announcements/july-2026-workspace-feature-drop,verified,
survey 260812,Gemini in Slides (deck generation),Google Slides,,Office & productivity,core,Inferential,neural,2.4,3,iterative,"prompt; reference decks; Drive files (Docs, Sheets, PDFs); established brand styling","The system generates editable, brand-matched decks from a description, analyzing existing decks for styling and gathering context from Drive files; generated slides stay editable as native objects.",Gemini,"Rollout began Mar 31, 2026; expanded in the July 2026 feature drop. Business/Enterprise Standard and Plus, Google AI Pro/Ultra.",https://workspaceupdates.googleblog.com/2026/04/enerate-beautiful-and-editable-slides-with-ease-in-Google-Slides.html,verified,
survey 260812,M365 Copilot Researcher agent,Microsoft 365 Copilot,,Office & productivity,agent,Inferential,neural,1,6,iterative,research question; tenant content via Graph; web sources,"A multi-step research agent plans, retrieves across tenant and web content, and composes cited reports from a question-level prompt.","OpenAI deep-research models; Claude Sonnet 4 and Opus 4.1 selectable since Sept 2025; Anthropic models enabled by default for most commercial tenants Jan 7, 2026","Anthropic default enablement Jan 7, 2026 per Directions on Microsoft; regional defaults vary (off in EU/EFTA/UK and government clouds pending admin action).",https://www.directionsonmicrosoft.com/in-brief/data-risks-anthropic-models-enabled-by-default-in-m365-copilot-starting-jan-2026/,verified,"First surface where Claude appeared in M365 Copilot (Sept 2025, alongside Copilot Studio)."
survey 260812,Miro Sidekicks,Miro,,Office & productivity,agent,Inferential,neural,1.5,6.5,persistent,"board content as context — frames, timelines, kanbans, diagrams; team material from connected sources","Agent sidekicks resolve contributions from accumulated board context, building on existing team material in Miro and connected tools; the vendor frames the canvas itself as the prompt.",,Listed on miro.com/ai as of Aug 2026.,https://miro.com/ai/,verified,"Earlier discrete Miro AI features (diagram from prompt, sticky-note clustering) no longer appear on the AI landing page; current framing centers Sidekicks and Flows."
survey 260812,Notion AI writing,Notion,,Office & productivity,core,Inferential,neural,2.6,2.5,iterative,prompt; page content; workspace context; connected-app content via Enterprise Search,The system drafts and revises page content from prompts with workspace context available; invoked inline per block or from the AI panel. Research Mode can compose longer reports from gathered sources.,,"Current product page, accessed Aug 2026.",https://www.notion.com/product/ai,verified,Vendor page leaves model backends unstated.
survey 260812,Notion Custom Agents,Notion,,Office & productivity,agent,Inferential,neural,1.2,7.5,persistent,"agent instructions; workspace pages and databases; connected tools (Slack, Drive, GitHub, calendars); schedules, triggers, shared docs","Configured agents run multi-step work on schedules or event triggers, on or off hours, acting across the workspace and connected apps; runs consume usage credits and are audit-logged.","unspecified; external agents (Claude, Cursor, Codex) attachable via the 3.5/3.6 developer platform","Active through 2026: developer platform (Notion 3.5) May 13, 2026; Notion 3.6 Jul 1, 2026 added external agents and Office file support; AI Meeting Notes can trigger agents since Jul 31, 2026; free agent runs ended May 3, 2026.",https://www.notion.com/releases,verified,"High-recurrence end of the category: standing agents with triggers, credits, and audit logs."
survey 260812,Office Agent in Copilot chat,Microsoft 365 Copilot chat,,Office & productivity,agent,Inferential,neural,1.2,5.5,iterative,chat prompt; clarifying answers; web research the agent performs,"From a chat prompt outside the target app, the system produces complete Word documents or PowerPoint decks through multi-step research and build.","Anthropic models, per Microsoft's launch announcement","Introduced Sept 29, 2025 in the Frontier program.",https://www.microsoft.com/en-us/microsoft-365/blog/2025/09/29/vibe-working-introducing-agent-mode-and-office-agent-in-microsoft-365-copilot/,verified,Anthropic-powered at launch — part of the answer to the Anthropic-in-M365 verification question.
survey 260812,Prezi AI,Prezi,,Office & productivity,hosted service,Inferential,neural,1.8,2.5,iterative,"text prompt, pasted content, or uploaded file (PDF, DOCX, PPTX)","The system generates a zoomable presentation from a prompt or uploaded file, building an outline and applying layout automatically; per-element text refinement and image generation can follow.",,"Current feature page, accessed Aug 2026.",https://prezi.com/features/ai/,verified,Output lands in Prezi's zoomable canvas format rather than linear slides; the canvas itself remains hand-editable.
survey 260812,Tome,Tome,,Office & productivity,hosted service,Inferential,neural,,,iterative,prompt (historical mode),"Historically generated narrative presentations from prompts. Current state unconfirmed: tome.app returned 404 on Aug 12, 2026, tome.com failed to resolve, and earlier coverage described a pivot away from presentations.",,"Site unreachable Aug 12, 2026.",https://tome.app/,unverified,"Kept as a field-status row: named in the category list, apparently defunct or relocated. To be confirmed before any placement."
survey 260812,Ableton Live Arrangement,Ableton Live,,Audio & music,core,Explicit,computational,8.5,2,iterative,"Clips, MIDI notes, warp markers, device chains, automation lanes, routing","Resolution is deterministic: audio follows clip playback, device DSP, and automation the designer addresses directly. Machine inference sits outside this mode.",,Live 12 is the current major version (released 2024); 12.3 point release adds features listed in separate rows,https://www.ableton.com/en/live/,verified,Explicit anchor for the DAW family; parallel to the Photoshop Layers seed placement.
survey 260812,Pro Tools Track Editing,Pro Tools,,Audio & music,core,Explicit,computational,8.8,1.5,iterative,"Tracks, clips, fades, plugin chains, automation, mixer routing","Resolution is deterministic: recorded audio and MIDI follow edits, routing, plugin DSP, and automation the designer addresses directly.",,Pro Tools 2026.4 current per coverage (2026),https://www.avid.com/pro-tools/whats-new,verified,Second Explicit anchor; recording and mixing workflow rather than clip-launch arrangement.
survey 260812,Ableton Live Sound Similarity Search,Ableton Live,,Audio & music,core,Conditioned,neural,6.5,1,single-pass,A query sample or Core Library preset; the analyzed library it searches against,"A neural network computes similarity scores between a query sample and library sounds from spectral and temporal characteristics, timbre, and pitch; the first two seconds of each file are analyzed in the background. Invoked per search from the browser or a Drum Rack; the result is a ranked list the designer picks from.",proprietary neural network (Ableton),Shipped with Live 12 (2024),https://help.ableton.com/hc/en-us/articles/11386675465628-Sound-Similarity-Search-FAQ,verified,Retrieval mode: inference selects existing samples; audio content stays untouched. Preset search covers Core Library and Factory Packs.
survey 260812,Ableton Live Stem Separation,Ableton Live,,Audio & music,core,Conditioned,neural,6.2,1.5,single-pass,"An audio clip or file; a choice among vocals, drums, bass, other; quality or speed mode","Neural source separation resolves vocals, drums, bass, and other parts from a mixed audio file, invoked per clip from the browser, Session, or Arrangement View. Processing runs locally.","Music AI (licensed algorithms), local",Live 12.3 (2025; release month to be confirmed); included in Live Suite from 12.3,https://help.ableton.com/hc/en-us/articles/23730994755996-Stem-Separation-in-Ableton-Live-FAQ,verified,12.3 also added Splice integration in the browser (per press coverage).
survey 260812,FL Cloud Mastering,FL Studio,,Audio & music,hosted service,Conditioned,hybrid,3.5,1,single-pass,The exported track; genre preset and loudness target selection,A cloud service resolves a mastered render from the uploaded track under genre-tuned presets and loudness targets for streaming platforms. Invoked per export from inside FL Studio.,,FL Cloud with mastering shipped with FL Studio 21.2 (late 2023),https://mixmag.net/read/fl-studio-21-2-available-download-ai-mastering-stem-separation-tech,verified,
survey 260812,FL Studio Remix Stem Separation,FL Studio,,Audio & music,core,Conditioned,neural,6.2,1.5,single-pass,A finished song file dropped into the project,"The Remix tool detects tempo and resolves drums, bass, instruments, and vocals from a mixed song in one operation, inside the DAW, locally.",Hybrid Transformer Demucs,"Stem separation appeared in FL Studio 21.2 (2023); one-click Remix flow in FL Studio 2026 (July 7, 2026)",https://www.noiseharmony.com/post/fl-studio-2026-everything-new-in-the-update,verified,
survey 260812,LANDR Mastering,LANDR,,Audio & music,hosted service,Conditioned,hybrid,3,1,single-pass,An uploaded mix (WAV/AIFF recommended); mastering style choice; optional reference track; album batches,"An engine trained on the adjustments mastering engineers make analyzes the uploaded track and resolves EQ, compression, stereo imaging, and loudness for release; style selection and an optional reference steer the outcome.",proprietary ML (LANDR),Product page current August 2026; version dates unpublished by the vendor,https://www.landr.com/mastering/,verified,
survey 260812,Logic Pro Mastering Assistant,Logic Pro,,Audio & music,core,Conditioned,hybrid,5,1.5,single-pass,The stereo mix at the output; character selection and setting adjustments after analysis,"Analyzes the project's mix and applies EQ, dynamics, and loudness processing toward release targets; the designer can adjust character and settings after the analysis pass.",proprietary (Apple),"Listed in the current App Store feature set (Aug 2026); shipped with the October 2023 Logic Pro 10.8 update, date to be confirmed against Apple release notes",https://apps.apple.com/us/app/logic-pro/id634148309,verified,
survey 260812,Logic Pro Session Players,Logic Pro,,Audio & music,core,Conditioned,hybrid,6.5,4.5,persistent,"Chord track, style choice, complexity and intensity parameters, kit or patch selection","Generated bass, keyboard, and drum performances resolve from the session's chord progression and per-player parameters, and regenerate as the designer edits chords or settings. Apple describes the players as AI-driven, extending the earlier Drummer.",proprietary (Apple),"Bass Player and Keyboard Player added May 2024, joining Drummer",https://www.apple.com/newsroom/2024/05/logic-pro-takes-music-making-to-the-next-level-with-new-ai-features/,verified,Performance content is parameter-governed; band held provisionally between Explicit and Conditioned.
survey 260812,Logic Pro Stem Splitter,Logic Pro,,Audio & music,core,Conditioned,neural,6.2,1.5,single-pass,A stereo audio recording,"On-device neural separation resolves four parts — vocals, drums, bass, other instruments — from a mixed stereo file, invoked per region. Runs on Apple silicon.","proprietary (Apple, on-device)","Logic Pro for Mac 11 and Logic Pro for iPad 2, May 13, 2024",https://www.apple.com/newsroom/2024/05/logic-pro-takes-music-making-to-the-next-level-with-new-ai-features/,verified,
survey 260812,Moises Stem Separation,Moises,,Audio & music,hosted service,Conditioned,neural,5.5,2,single-pass,An uploaded song,"Resolves isolated vocals, instruments, and drums from an uploaded song, alongside chord detection, transcription, and speed and pitch adjustment. AI Studio can generate instrumental stems from the track's context; Voice Studio can resolve vocal parts from models trained on singers.",proprietary (Moises),"Product site current August 2026; iPad App of the Year 2024, Apple Design Awards finalist 2025",https://moises.ai/,verified,AI Studio and Voice Studio are generative modes conditioned on the user's track; a split into separate rows is possible if the author wants finer grain.
survey 260812,MusicGen Melody and JASCO,Meta AudioCraft,,Audio & music,addon,Conditioned,neural,5,2.5,single-pass,"A supplied melody line; for JASCO, chords, melody, and drum tracks; text style direction","Melody conditioning steers generation to follow a supplied melodic line; JASCO resolves music conditioned on chords, melody, and drums together with text. MusicGen Style adds text-and-style-to-music conditioning.","MusicGen Melody, JASCO (AudioCraft)","Per repository, current August 2026; JASCO a later addition, date unstated on the fetched page",https://github.com/facebookresearch/audiocraft,verified,
survey 260812,Neutron Mix Assistant,iZotope Neutron 5,,Audio & music,plugin,Conditioned,hybrid,4.8,2,single-pass,"A designer-chosen loop region of track or bus audio; Tone, Dynamics, Saturation, Width intent controls",Auditions a loop of the material and resolves a custom signal chain with macro controls across the plugins it manages; the designer adjusts intent panels after the pass.,proprietary ML (iZotope),"Neutron 5 released October 30, 2024",https://sonicstate.com/news/2024/10/30/izotope-releases-neutron-5-mixing-suite/,verified,
